0.000579362 0.774665 -0.000579362 -0.631951 -0.0136338 -0.012178 0.0111319 0.00861114 
-0.00433714 -0.784391 -0.017778 -0.619602 -0.00751215 -0.00613364 -0.019186 -0.00514367 
-0.00394141 0.800466 -0.00660327 -0.598877 -0.00682671 -0.00557399 0.0204864 -0.00660327 
0.0018685 0.954545 -0.00295698 0.297156 0 -0.00528491 -0.0222448 0.00264851 
-0.00271572 0.768486 -0.0113368 -0.638873 0 0.0076812 -0.0173185 0.0278632 
-0.0190724 -0.793317 -0.00764066 -0.608241 0.00611914 -0.00168768 -0.0111706 0.0102384 
-0.00539056 0.763349 -0.00539056 -0.645761 -0.00933672 -0.0076234 -0.0076234 -0.00539056 
-0.018189 -0.747979 -0.00592275 -0.662998 -0.020466 0.00131519 0.000636756 0.0131963 
0.00410932 0.768769 0.0152853 -0.638618 0 -0.0116229 -0.00354632 0.0276132 
-0.00445291 0.819887 0.0208093 -0.571416 -0.00771266 -0.00629736 -0.016834 0.0208093 
0.000868 -0.911227 0.00930272 -0.411145 -0.00730468 -0.0203478 0.00596425 -0.00595336 
0.00427449 0.82396 -0.0232942 -0.565723 -0.00740364 0.00604505 0.0175322 0.00939687 
0.0178538 0.786054 -0.040357 -0.616141 0.00366498 -0.00174385 -0.00857709 -0.0212701 
-0.00534552 0.751023 -0.0148321 -0.65948 -0.00925871 -0.00755971 -0.0209757 -0.0148321 
-0.0164388 0.75513 -0.0104063 -0.654235 0.0160117 0.00727561 -0.0306892 0.0111772 
0.0103237 0.759868 0.0220165 -0.648388 -0.00462361 -0.0178744 -0.0193314 0.0297724 
-0.00912373 0.961327 0.00241395 0.273608 -0.00742238 0.00762477 -0.0223771 0.0169292 
0.0139314 0.821778 -0.00703603 -0.566552 -0.0241299 0.019702 -0.0493545 -0.00703603 
-0.0140417 0.940536 0.0140417 -0.339087 -0.0032267 -0.000554217 0.00263459 0.000391891 
0.0325227 -0.919703 0.00571774 -0.390152 -0.00316405 0.0278322 0.00146946 -0.00712459 
-0.0113653 0.821865 0.000689958 0.568717 0.00972416 0.00832663 -0.0230369 -0.0165631 
-0.00400931 0.839337 -0.0189468 -0.542546 0.00694433 -0.00567002 0.00567002 0.0258656 
-0.00219699 0.949987 -0.00796045 0.312007 0 0.00621401 0.00815076 -0.00136949 
0.0207825 -0.78215 -0.0504547 -0.619358 0.0195596 0.0164624 -0.00795643 0.0307036 
0.0326851 0.786474 0.0136336 -0.614347 -0.0170952 0.0462238 0.0129848 0.0136336 
-0.0030791 0.791137 0.00516568 -0.608444 0.0352835 -0.0043545 -0.0043545 0.0507814 
0.00521187 -0.774638 0.0274835 -0.630913 -0.0198842 -0.0169094 0.000722685 -0.0205265 
0.00053635 -0.933501 -0.0029775 -0.35816 -0.0055021 -0.0149944 -0.00449245 -0.00357491 
0.034298 0.927351 -0.0271445 -0.370985 -0.010319 0.00368541 0.00842543 -0.016913 
-0.015425 -0.910846 -0.00425103 -0.410496 -0.0033672 0.00690564 0.0305754 -0.0245591 
0.017064 0.745553 0.000403316 -0.664788 -0.0295557 0.0241321 0.0214622 0.000403316 
-0.00468014 0.713757 -0.00468014 -0.699774 -0.00400353 0.023044 -0.00326887 0.0162946 
0.0274357 -0.779982 -0.0403147 -0.621752 0.0366002 0.0120518 -0.0298839 0.017236 
0 0.957485 0.0387837 -0.285604 0 0 -0.0120998 0.00162527 
-0.022765 -0.770085 0.0300609 -0.635313 -0.010234 0.00208357 0.0301351 0.0301353 
0.0199063 -0.853327 -0.0150788 -0.519731 0.0195496 -0.0084169 -0.00617575 -0.0244635 
0.0108084 -0.897807 -0.0108084 -0.439061 0.0187207 0.0152854 -0.0152854 -0.0108084 
0.0223835 0.78602 0.000206914 -0.613643 0 -0.06331 -0.0303574 0.0135388 
-0.015746 0.833059 -0.0210062 -0.551445 0.0113446 0.016748 0.0257531 -0.0126181 
-0.0332624 0.817538 0.00887732 0.573737 -0.0179841 -0.0144748 0.0232003 -0.0141499 
0.849217 0.0264945 -0.52673 -0.0130471 -0.0157607 -0.00614884 -0.00207402 0.0149139 
0.0140999 0.952766 -0.0168791 0.302425 -0.0126674 -0.00885181 0.00641249 0.00347998 
0.000206062 -0.83427 -0.0166541 -0.548377 -0.0195872 -0.0485614 -0.0159929 -0.000617876 
-0.0124446 0.814 -0.0134481 -0.578789 0.0215548 -0.0175994 0.00576587 -0.0355404 
0.798315 -0.0182315 -0.600813 -0.00122902 -0.0147246 0.0120226 0.0154988 0.0279618 
0.807811 0.00150228 -0.588863 0.00491065 -0.00553508 -0.00451938 0.0227698 0.00928392 
0.000961833 -0.95032 0.000961833 0.310436 -0.00790262 0.0166369 -0.00645246 0.0117641 
-0.029656 -0.966159 -0.0174566 0.252759 0.0348342 -0.00144623 0.0111895 0.0111767 
0.00386499 0.943897 -0.00759451 0.329883 0 -0.0109318 -0.00527434 0.00400046 
0.0158478 0.938478 -0.00330342 0.343435 -0.00572169 0.0224121 0.0224121 -0.00330342 
-0.00899385 0.782121 0.0131863 0.622602 0.00512289 -0.000144774 -0.0188016 0.00429479 
-0.015312 0.853806 0.0292539 -0.518513 -0.0172535 0.00104647 -0.0199848 -0.0192964 
-0.042482 0.841184 0.0140311 -0.536969 0.0187464 0.0277173 -0.0234192 0.0200928 
0.0187678 0.747088 -0.0165899 -0.66268 -0.0445578 -0.00464486 -0.00716904 0.00546238 
0.0272376 -0.950036 -0.00888468 0.307294 0.00757558 -0.0454422 -0.00618544 -0.00457329 
0.00114607 0.961502 0.00901202 -0.272707 0.00831817 0.0171337 -0.01735 0.0199813 
-0.00105618 0.79681 -0.014659 -0.600572 0.0364175 -0.0534278 0.00319173 -0.000638231 
0.0159755 -0.805307 0.00736818 -0.590621 0.00973792 0.0225928 -0.0409639 0.00736818 
0.00722043 0.82403 -0.0246373 0.565648 0.00753373 -0.00196867 0.00625815 -0.0160248 
0.0117465 -0.946437 -0.0182066 0.321406 -0.0107266 -0.00694936 0.0178942 -0.00154619 
0.0290229 0.805838 -0.00982958 0.590596 0.0185289 0.00665708 -0.0168919 0.014486 
-0.0355361 0.730255 -0.0122553 -0.680168 0.0255692 0.0378796 2.94917e-05 0.0244481 
0.772461 -0.0263534 -0.632156 -0.0292326 0.0193538 -0.0356171 -0.0166324 -0.0146401 
0.874827 0.00401994 -0.483112 0.00544562 0.0164827 -7.17334e-05 0.0290041 -0.0110434 
-0.0321132 -0.747875 -0.0304969 -0.661711 0.0118809 -0.0192404 -0.00649326 0.0175148 
-0.0158018 -0.819585 0.0156403 -0.571279 -0.0273694 -0.0223471 0.011849 -0.00614511 
0.00356389 -0.755369 0.0252141 -0.652236 0.0152839 0.0050401 0.0362518 0.0422543 
-0.00391398 -0.809823 -0.00391398 -0.585666 0.00644204 0.0268501 0.0052599 0.0189859 
0.00925009 -0.885904 0.0085479 -0.461394 0.0160216 0.0130816 0.0309632 -0.0272782 
-0.024945 0.973404 0.013305 0.225649 0.00696323 0.00411441 -0.0221469 -0.0145493 
-0.0147029 0.940773 -0.0273221 -0.335844 0.00321323 -0.0342605 0.00262359 0.00101258 
0.863127 -0.0103022 -0.504494 -0.0103022 0.00718747 0.00586855 0.0115334 0.00815537 
0.0311581 -0.745367 0.0236919 -0.663573 0.00343568 -0.0283185 0.041608 0.00453904 
0.00154718 -0.756152 0.0290368 -0.652078 0.0223816 0.00218805 0.0404556 -0.00637884 
0.887572 0.00397904 -0.459468 0.000512658 0.00689189 -0.0317778 0.00562721 0.000512658 
0.0308179 -0.913445 -0.00904381 -0.403451 0.0331657 0.0149994 -0.0106888 -0.0193842 
0.797229 0.0368674 -0.601994 0.0101802 0.0167782 -0.0148787 -0.000866298 -0.00786129 
-0.022802 0.937094 0.0118105 -0.343629 -0.0124611 0.0339706 -0.0392047 0.0163782 
0.0374524 -0.815018 0.0119014 -0.577316 -0.0215176 0.0165167 0.00671449 0.0112678 
-0.013764 -0.7959 -0.0361688 -0.602079 0 0.0389304 0.0316852 0.0051231 
